query_id,corpus_id
q61676968,d61d2a890
q61676968,d61d2c15e
q61676968,d61d31046
q61676968,d616769d6
q61676968,d61e30eec
q61676968,d61d3f0a6
q61676968,d61d76bf0
q61676968,d61d9ca94
q61676968,d61d78130
q61676968,d61d323a6
q6165d620,d6167fa90
q6165d620,d61d6922a
q6165d620,d61d93a84
q6165d620,d61dfc444
q6165d620,d61ded7dc
q6165d620,d61d6dff0
q6165d620,d61e25b46
q6165d620,d61d88c06
q6165d620,d6165d148
q6165d620,d61d52926
q616523c4,d61668eda
q616523c4,d61662094
q616523c4,d61667256
q616523c4,d61de98ee
q616523c4,d61d7d2b6
q616523c4,d61e09ba8
q616523c4,d61e97bba
q616523c4,d61d88670
q616523c4,d61cffbcc
q616523c4,d61d2bd8a
q6168676e,d61dd6406
q6168676e,d61d4a7d0
q6168676e,d61ddaf38
q6168676e,d61d34a7a
q6168676e,d61e65250
q6168676e,d61d2d1f8
q6168676e,d61d42ada
q6168676e,d61d7f106
q6168676e,d61da22f0
q6168676e,d61d4d430
q616abdde,d61d439ee
q616abdde,d61d8df26
q616abdde,d61d48d04
q616abdde,d61dd0420
q616abdde,d61dc26ae
q616abdde,d61e991d6
q616abdde,d61d18adc
q616abdde,d61d80e70
q616abdde,d616545fc
q616abdde,d61cfc0da
q616a3986,d6165e9e4
q616a3986,d61d4d7d2
q616a3986,d61d45942
q616a3986,d61d134ba
q616a3986,d61e1ee40
q616a3986,d61650ce0
q616a3986,d61d6149e
q616a3986,d61d51d32
q616a3986,d61d8fee8
q616a3986,d61d0752a
q61667c92,d61dc8f36
q61667c92,d61d55770
q61667c92,d61e14f58
q61667c92,d6166ba4a
q61667c92,d61660a50
q61667c92,d61dc4b66
q61667c92,d61d5b1d4
q61667c92,d616509c0
q61667c92,d61d92fd0
q61667c92,d61da901e
q61671ce2,d61e70204
q61671ce2,d6168ddf2
q61671ce2,d61ddff92
q61671ce2,d61dd23f6
q61671ce2,d61dbff3a
q61671ce2,d61e05d46
q61671ce2,d61d30042
q61671ce2,d61d958a2
q61671ce2,d61d9b90a
q61671ce2,d61dcaae8
q616a1438,d6167f63a
q616a1438,d61d2b844
q616a1438,d61dfa572
q616a1438,d61d8405c
q616a1438,d61d079d0
q616a1438,d61d54eb0
q616a1438,d61ddcb30
q616a1438,d61d76f4c
q616a1438,d61e61de4
q616a1438,d61cf6266
q6165fe2a,d61d04e56
q6165fe2a,d61cf7436
q6165fe2a,d61657130
q6165fe2a,d61df60bc
q6165fe2a,d61dab1f2
q6165fe2a,d61d792b0
q6165fe2a,d61d95d20
q6165fe2a,d61d516fc
q6165fe2a,d61ddfe70
q6165fe2a,d61d56ed6
q6167d60a,d61d56ed6
q6167d60a,d61657130
q6167d60a,d61d95d20
q6167d60a,d61d48ffc
q6167d60a,d61dbb94e
q6167d60a,d61dab8dc
q6167d60a,d61d96928
q6167d60a,d61ddfe70
q6167d60a,d61d5cee4
q6167d60a,d61d09e2e
q61687ba0,d6165aa4c
q61687ba0,d61d55f7c
q61687ba0,d61d9ab4a
q61687ba0,d61d70598
